0,9.644776344299316,7.601653099060059 
1,9.490758419036865,7.584085941314697 
2,9.514813899993896,7.580217361450195 
3,9.503550291061401,7.576091766357422 
4,9.50451397895813,7.677667617797852 
5,9.52772831916809,7.590999603271484 
6,9.544309616088867,7.600267171859741 
7,9.511366128921509,7.603342294692993 
8,9.875158309936523,7.622733116149902 
9,9.550496578216553,7.762133836746216 
10,9.59970998764038,7.613189697265625 
11,9.500772714614868,7.618295907974243 
12,9.489114999771118,7.584870338439941 
13,9.538500547409058,7.5832624435424805 
14,9.496853828430176,7.602045297622681 
15,9.535111904144287,7.595627069473267 
16,9.541324138641357,7.59101939201355 
17,9.505844116210938,7.590954303741455 
18,9.507155179977417,7.606981515884399 
19,9.543010950088501,7.649982690811157 
20,9.56105351448059,7.6235291957855225 
21,9.548857688903809,7.626688003540039 
22,9.549393653869629,7.609204053878784 
23,9.4993736743927,7.605693340301514 
24,9.5462965965271,7.604768991470337 
25,9.49258542060852,7.60455322265625 
26,9.518320083618164,7.603025913238525 
27,9.567631244659424,7.6191911697387695 
28,9.540116548538208,7.713971376419067 
29,9.52693223953247,7.602525949478149 
